Record_ID,Age,Community_Buildin,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_-Censorship,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
88,27,0,0,1,0,0,0,0,0,0,46,0,0,0,1,0,0,3,1,1,6,0,0,0,0,0,1,0,0,0,5,0,3,98,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,99,2
89,30,0,0,1,0,0,0,0,0,0,50,0,0,0,1,0,0,4,2,1,4,0,0,0,0,0,0,0,0,1,6,0,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,1,99,3
90,68,98,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,5,3,1,6,0,0,0,0,0,0,0,0,1,5,99,3,6,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
91,23,0,1,0,0,0,1,1,0,1,38,0,0,0,1,0,0,3,1,1,2,1,0,0,0,0,0,0,0,0,5,3,5,99,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,99,3
92,41,0,0,0,0,1,0,0,0,0,51,0,0,0,1,0,0,7,1,0,3,0,1,0,0,0,0,0,0,0,6,1,3,99,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
93,25,1,1,1,0,0,0,0,0,0,23,0,0,0,1,0,0,5,1,1,5,0,1,0,0,0,0,0,0,0,5,0,5,2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,99,3
94,33,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,5,2,3,1,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,2,1,1,1,0,0,0,0,1,0,1,1
95,43,98,0,0,1,0,0,0,0,0,20,0,0,0,1,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,5,3,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,4
96,45,0,1,1,0,1,0,0,0,0,8,0,0,0,1,0,0,3,6,1,6,0,0,0,1,0,0,0,0,1,5,2,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,1
97,18,2,0,0,1,0,0,0,0,0,40,0,0,0,1,0,0,1,1,0,8,0,0,0,1,0,0,0,0,1,5,1,5,6,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2,1,1,2,0,0,1,0,0,0,4,2
98,25,0,0,0,0,0,0,1,0,0,43,0,0,0,1,0,0,5,2,1,5,0,0,1,0,0,0,0,0,0,5,0,5,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,3
99,2,42,0,0,1,0,0,0,1,0,0,6,0,0,0,1,0,0,4,1,1,4,0,0,0,0,0,0,0,0,1,5,2,5,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,2
100,52,98,0,0,0,0,0,1,0,0,27,0,0,0,1,0,0,1,1,1,6,0,0,0,0,0,0,0,1,1,5,99,3,98,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,1,99,1
101,34,98,0,0,0,0,0,1,0,0,40,0,1,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,5,99,1,6,3,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,3,1,1,2,0,0,0,0,1,0,5,0
102,15,0,0,0,1,0,0,0,0,0,57,0,0,0,1,0,0,0,5,0,7,0,0,0,0,0,0,1,0,0,6,3,5,1,2,1,0,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,98,1,0,0,1,0,0,0,3,2
103,53,2,0,0,1,0,0,0,0,0,37,0,0,0,1,0,0,3,1,1,6,1,0,0,0,0,0,0,0,0,5,2,3,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4,2
104,51,0,1,1,0,0,0,0,0,1,29,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,99,3,98,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,1,0,4,0
105,24,98,0,0,0,0,0,1,0,0,50,0,1,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,1,6,3,5,99,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,1,1,0,1,2
106,49,98,0,0,1,0,0,0,0,0,70,0,0,0,1,0,0,6,1,1,8,0,0,0,0,0,0,0,1,0,5,2,3,6,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,99,3
107,41,98,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,3,1,1,4,0,0,0,0,0,0,0,0,1,5,99,5,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,2,0,0,0,0,1,0,4,0
108,16,0,0,1,0,1,0,0,1,0,37,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,3,5,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,1,0,4,2
109,26,0,0,1,0,0,0,0,1,0,19,0,0,0,1,0,0,3,2,0,6,0,0,0,0,0,0,0,0,1,5,3,99,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,99,2
110,34,98,0,1,0,1,0,0,0,0,8,0,0,0,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1,5,99,3,6,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,2,0,0,0,0,1,0,4,2
111,41,1,0,0,0,1,0,1,0,0,43,0,0,0,1,0,0,6,0,1,8,0,0,0,0,0,0,0,0,1,5,1,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2,4
112,36,98,0,1,0,0,0,0,0,0,39,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,1,5,99,3,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,4,0
113,22,2,0,1,0,0,0,0,0,1,29,0,0,0,1,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,5,0,6,2,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,1,4,2
114,43,0,1,1,0,1,1,1,1,1,39,0,0,0,0,1,0,3,1,1,1,0,0,0,1,0,0,0,0,0,5,0,3,99,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,1,3
115,44,2,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,4,1,0,3,0,0,0,0,0,0,0,0,1,5,3,1,1,1,1,0,99,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,4,1,2,0,0,0,1,0,0,99,2
116,45,98,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,4,1,0,6,1,0,0,0,0,0,0,0,0,5,3,3,6,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,2,0,0,0,0,1,0,4,0
117,23,0,0,1,0,0,0,0,0,0,45,0,0,0,1,0,0,3,5,1,5,0,1,0,0,0,0,0,0,0,5,3,5,2,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,99,2
118,20,2,0,0,1,0,0,0,0,0,30,0,0,0,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,1,5,3,5,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0,0,1,1,0,99,2
119,54,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,5,99,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,4,0
120,31,0,0,1,0,0,0,1,0,0,64,0,0,0,1,0,0,5,1,1,5,0,0,0,0,0,0,0,0,1,4,2,3,98,1,19,3,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,0,0,0,0,0,1,2,1
121,56,0,0,0,0,0,0,0,0,1,19,0,0,0,1,0,0,3,1,1,6,0,0,0,0,0,0,0,1,0,5,0,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,2
122,18,0,1,1,0,0,0,1,0,0,8,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,5,0,5,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,99,3
123,42,2,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,2,3,1,8,0,0,0,0,0,0,0,0,1,5,2,3,0,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,1,2
124,36,0,1,1,0,0,0,0,1,0,21,1,0,0,0,0,0,2,1,1,6,0,0,0,1,0,0,0,0,0,5,2,3,99,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,2
125,17,2,0,0,0,0,0,0,1,0,32,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,3,5,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,1,2
126,35,0,0,1,0,0,0,0,0,0,48,0,0,0,1,0,0,5,2,1,8,0,0,0,0,0,0,0,0,1,5,0,3,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,4
127,36,0,0,1,0,0,0,1,0,0,84,0,0,0,1,0,0,5,6,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,3,6,3,99,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,2,1,0,1,0,0,0,1,99,3
128,19,0,0,1,0,1,0,1,0,0,54,0,0,0,1,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,3,3,5,0,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,99,2
129,32,0,1,1,0,0,1,0,0,0,11,0,0,0,1,0,0,2,2,1,6,0,0,0,0,0,0,1,0,0,5,2,5,4,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,3
130,22,2,0,0,1,0,0,0,0,0,54,0,0,0,1,0,0,4,5,1,3,0,0,0,0,0,0,0,0,1,3,99,5,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,4,3
131,18,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,5,99,3,6,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,1,2
132,46,98,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,5,1,1,8,0,0,0,1,0,0,0,0,0,5,2,3,99,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,4,3
133,33,0,1,1,0,0,0,1,0,0,33,0,0,0,1,0,0,7,1,0,4,0,0,0,0,0,0,0,0,1,5,2,3,1,3,1,2,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,99,0
134,46,98,0,0,0,0,0,0,0,1,18,1,1,1,0,0,1,5,2,1,7,0,0,1,0,0,0,0,0,0,5,2,3,2,1,7,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,1,1,3
135,38,0,1,1,0,1,1,1,0,0,25,0,0,0,1,0,0,4,1,0,8,0,0,0,1,0,0,0,0,0,5,99,3,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,4,1,2,0,0,0,0,1,0,99,3
136,53,2,0,0,0,0,0,1,0,0,54,0,0,0,1,0,0,4,2,0,6,0,0,0,1,0,0,0,0,0,3,0,99,6,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,99,3
137,36,2,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,2,1,0,6,0,0,0,0,0,1,0,0,1,5,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,99,2
138,24,0,1,1,0,0,0,1,0,0,7,0,0,0,1,0,0,4,1,0,4,0,0,0,0,0,0,0,0,1,5,3,99,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,4,2
139,50,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,99,3,2,1,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,2,0,0,0,0,1,0,4,2
140,47,2,1,0,0,0,1,0,0,1,59,0,0,0,1,0,0,5,0,0,4,0,0,0,0,0,1,0,0,0,4,1,5,0,4,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,1,0,4,2
141,33,0,0,1,0,1,1,0,1,1,30,0,0,0,1,0,0,4,2,0,2,0,0,0,0,0,0,0,1,0,5,0,5,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,2,1,0,0,0,0,0,1,99,3
142,37,1,0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,3,2,1,2,0,0,0,0,0,0,0,0,1,5,0,3,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,4,2,1,0,0,0,0,1,0,4,2
143,56,98,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,5,99,1,1,4,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,2,0,0,0,0,1,0,99,1
144,15,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,5,99,5,99,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,1,2,1,0,0,1,0,0,0,1,2
145,34,0,1,1,0,0,0,1,0,1,11,0,0,0,1,0,0,6,4,1,7,0,0,1,0,0,0,0,0,0,5,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,4,2
146,17,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,5,3,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,99,2
147,41,0,0,1,0,1,1,1,0,0,19,0,0,0,1,0,1,4,1,1,7,0,1,0,0,0,0,0,0,0,5,2,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,4
148,15,98,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,99,5,98,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,1,0,0,0,4,0
149,22,98,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,3,6,0,6,0,0,0,0,0,1,0,0,1,5,3,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,99,1
150,37,0,1,1,0,0,0,1,0,0,12,0,0,0,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,1,5,99,3,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,2,0,0,0,0,1,0,99,2
151,44,98,0,0,0,1,0,0,0,0,29,0,0,0,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,1,5,99,3,98,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,4,1
152,64,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,5,2,5,1,4,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,99,1
153,40,98,0,1,0,0,0,1,0,0,63,0,0,0,1,0,0,4,2,1,7,0,0,0,0,0,0,0,0,1,6,1,3,99,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,99,2
154,42,98,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,1,0,0,5,1,3,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,99,2
155,26,98,1,0,0,0,0,0,0,0,34,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5,99,5,1,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,2,4,1,2,0,1,0,0,0,0,99,0
156,42,0,1,1,0,0,1,1,1,0,3,0,0,0,1,0,0,4,2,0,5,0,0,0,0,0,0,0,0,1,5,2,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
157,52,98,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,4,5,1,8,1,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,2,0,0,0,0,1,0,5,0
158,25,98,1,1,0,0,0,1,0,0,32,0,0,0,1,0,0,4,1,0,2,0,0,0,1,1,0,1,0,0,5,3,3,2,4,4,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,2,1,0,0,0,1,0,0,1,3
159,0,0,0,1,0,1,0,0,0,1,29,0,0,0,1,0,0,3,1,0,4,0,0,0,0,1,0,0,0,0,5,99,1,98,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,99,1
160,5,98,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,1,1,1,4,1,0,0,0,0,0,0,0,1,5,2,1,98,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,1
161,19,0,1,1,0,0,0,0,0,1,24,0,0,0,1,0,0,3,3,0,6,0,0,0,0,0,0,0,0,1,5,3,5,6,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,2,1,0,0,1,0,1,0,99,2
162,40,0,1,0,0,0,0,0,0,0,36,0,0,0,1,0,0,5,1,0,7,0,0,0,0,0,0,1,0,0,5,0,5,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,1,0,4,3
163,31,0,0,1,0,0,0,0,0,0,32,0,0,0,1,0,0,3,2,1,3,0,0,0,0,0,0,0,0,1,5,99,5,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,4,0
164,34,98,0,0,0,1,0,0,0,0,32,0,0,0,1,0,0,0,6,1,4,0,0,0,0,0,0,0,0,1,5,1,1,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,2,2,0,0,0,0,1,0,4,0
165,30,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,1,4,3,0,4,0,0,0,1,0,0,0,0,0,5,2,5,6,4,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,2,2,0,1,0,0,0,0,1,1
166,34,2,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,5,99,5,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,1,0,4,0
167,36,0,1,1,0,1,0,1,0,0,86,0,0,0,1,0,0,1,1,1,5,0,0,0,0,0,0,1,0,1,4,0,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,1,4,4
168,44,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,3,6,0,6,0,0,0,0,0,0,0,0,1,5,99,0,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,0,0,0,0,1,0,5,0
169,0,98,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,4,0,1,8,0,0,0,0,0,0,0,0,1,5,99,3,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,99,0
170,41,0,0,0,0,1,0,0,0,0,36,0,0,0,1,0,0,3,1,0,6,1,0,0,0,0,0,0,0,0,5,99,3,98,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,99,0
171,21,98,0,0,0,1,0,0,0,0,28,0,0,0,1,0,0,99,1,1,3,0,0,0,1,0,0,0,0,1,5,99,5,3,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4,0
172,41,2,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,3,1,0,4,0,0,0,0,0,0,0,0,1,5,1,1,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,1
173,47,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,99,3,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0,0,0,0,0,1,99,0
174,46,0,1,1,0,0,0,0,1,1,7,0,1,0,0,0,1,3,1,0,3,0,0,0,0,0,0,0,1,0,5,99,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,99,0
175,19,0,0,1,0,0,0,0,1,1,20,0,0,0,1,0,0,3,2,0,6,0,0,0,0,0,0,0,0,1,5,3,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,99,2
176,45,0,0,0,0,1,0,0,0,0,29,0,0,0,1,0,0,2,1,1,6,0,0,0,0,0,0,0,0,1,5,2,4,98,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,0
177,73,2,1,0,0,0,0,0,0,0,28,0,1,0,0,0,1,4,1,1,6,0,0,0,1,0,0,0,0,0,5,1,6,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,1
178,17,0,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,1,3,1,7,0,0,0,1,0,0,0,0,0,5,3,5,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,99,1
179,53,98,0,0,1,0,0,0,0,0,40,0,0,0,1,0,0,3,1,1,6,0,0,0,0,0,0,1,0,0,5,1,3,1,1,1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,99,0
180,30,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,3,2,1,4,0,0,0,0,0,0,0,0,1,5,0,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,1,1
